As At,Year,Month number,Offence category,Offence type,Alcohol involvement,DV involvement,Reporting Region,Statistical Area 2,Number of offences,Crime Type,Date
1/04/2026,2023,12,061 Burglary - dwelling,"061 Burglary - dwelling (house break-ins), actual",Unknown,Unknown,NT Balance,Unknown ,4,Dwelling Burglary,2023-12-01
1/04/2026,2023,12,061 Burglary - dwelling,"061 Burglary - dweling (house break-ins), attempted",Unknown,Unknown,Darwin,,4,Dwelling Burglary,2023-12-01
1/04/2026,2023,12,061 Burglary - dwelling,"061 Burglary - dweling (house break-ins), attempted",Unknown,Unknown,Palmerston,,6,Dwelling Burglary,2023-12-01
1/04/2026,2023,12,061 Burglary - dwelling,"061 Burglary - dweling (house break-ins), attempted",Unknown,Unknown,Alice Springs,,20,Dwelling Burglary,2023-12-01
1/04/2026,2023,12,061 Burglary - dwelling,"061 Burglary - dweling (house break-ins), attempted",Unknown,Unknown,Katherine,,2,Dwelling Burglary,2023-12-01
1/04/2026,2023,12,061 Burglary - dwelling,"061 Burglary - dweling (house break-ins), attempted",Unknown,Unknown,Tennant Creek,,5,Dwelling Burglary,2023-12-01
1/04/2026,2023,12,061 Burglary - dwelling,"061 Burglary - dweling (house break-ins), attempted",Unknown,Unknown,NT Balance,Anindilyakwa,2,Dwelling Burglary,2023-12-01
1/04/2026,2023,12,061 Burglary - dwelling,"061 Burglary - dweling (house break-ins), attempted",Unknown,Unknown,NT Balance,East Arnhem,1,Dwelling Burglary,2023-12-01
1/04/2026,2023,12,061 Burglary - dwelling,"061 Burglary - dweling (house break-ins), attempted",Unknown,Unknown,NT Balance,Tiwi Islands,1,Dwelling Burglary,2023-12-01
1/04/2026,2023,12,061 Burglary - dwelling,"061 Burglary - dweling (house break-ins), attempted",Unknown,Unknown,NT Balance,Unknown ,3,Dwelling Burglary,2023-12-01
1/04/2026,2023,12,062 Burglary - non-residential,"062 Burglary - non-residential (commercial break-ins), actual",Unknown,Unknown,Darwin,,22,Commercial Burglary,2023-12-01
1/04/2026,2023,12,062 Burglary - non-residential,"062 Burglary - non-residential (commercial break-ins), actual",Unknown,Unknown,Palmerston,,9,Commercial Burglary,2023-12-01
1/04/2026,2023,12,062 Burglary - non-residential,"062 Burglary - non-residential (commercial break-ins), actual",Unknown,Unknown,Alice Springs,,52,Commercial Burglary,2023-12-01
1/04/2026,2023,12,062 Burglary - non-residential,"062 Burglary - non-residential (commercial break-ins), actual",Unknown,Unknown,Katherine,,13,Commercial Burglary,2023-12-01
1/04/2026,2023,12,062 Burglary - non-residential,"062 Burglary - non-residential (commercial break-ins), actual",Unknown,Unknown,Tennant Creek,,20,Commercial Burglary,2023-12-01
1/04/2026,2023,12,062 Burglary - non-residential,"062 Burglary - non-residential (commercial break-ins), actual",Unknown,Unknown,Nhulunbuy,,4,Commercial Burglary,2023-12-01
1/04/2026,2023,12,062 Burglary - non-residential,"062 Burglary - non-residential (commercial break-ins), actual",Unknown,Unknown,NT Balance,Alligator,1,Commercial Burglary,2023-12-01
1/04/2026,2023,12,062 Burglary - non-residential,"062 Burglary - non-residential (commercial break-ins), actual",Unknown,Unknown,NT Balance,Barkly,1,Commercial Burglary,2023-12-01
1/04/2026,2023,12,062 Burglary - non-residential,"062 Burglary - non-residential (commercial break-ins), actual",Unknown,Unknown,NT Balance,Daly,4,Commercial Burglary,2023-12-01
1/04/2026,2023,12,062 Burglary - non-residential,"062 Burglary - non-residential (commercial break-ins), actual",Unknown,Unknown,NT Balance,East Arnhem,8,Commercial Burglary,2023-12-01
1/04/2026,2023,12,062 Burglary - non-residential,"062 Burglary - non-residential (commercial break-ins), actual",Unknown,Unknown,NT Balance,Gulf,5,Commercial Burglary,2023-12-01
1/04/2026,2023,12,062 Burglary - non-residential,"062 Burglary - non-residential (commercial break-ins), actual",Unknown,Unknown,NT Balance,Howard Springs,3,Commercial Burglary,2023-12-01
1/04/2026,2023,12,062 Burglary - non-residential,"062 Burglary - non-residential (commercial break-ins), actual",Unknown,Unknown,NT Balance,Petermann - Simpson,2,Commercial Burglary,2023-12-01
1/04/2026,2023,12,062 Burglary - non-residential,"062 Burglary - non-residential (commercial break-ins), actual",Unknown,Unknown,NT Balance,Sandover - Plenty,4,Commercial Burglary,2023-12-01
1/04/2026,2023,12,062 Burglary - non-residential,"062 Burglary - non-residential (commercial break-ins), actual",Unknown,Unknown,NT Balance,Tanami,3,Commercial Burglary,2023-12-01
1/04/2026,2023,12,062 Burglary - non-residential,"062 Burglary - non-residential (commercial break-ins), actual",Unknown,Unknown,NT Balance,Thamarrurr,1,Commercial Burglary,2023-12-01
1/04/2026,2023,12,062 Burglary - non-residential,"062 Burglary - non-residential (commercial break-ins), actual",Unknown,Unknown,NT Balance,Victoria River,1,Commercial Burglary,2023-12-01
1/04/2026,2023,12,062 Burglary - non-residential,"062 Burglary - non-residential (commercial break-ins), actual",Unknown,Unknown,NT Balance,Virginia,3,Commercial Burglary,2023-12-01
1/04/2026,2023,12,062 Burglary - non-residential,"062 Burglary - non-residential (commercial break-ins), actual",Unknown,Unknown,NT Balance,Weddell,4,Commercial Burglary,2023-12-01
1/04/2026,2023,12,062 Burglary - non-residential,"062 Burglary - non-residential (commercial break-ins), actual",Unknown,Unknown,NT Balance,West Arnhem,6,Commercial Burglary,2023-12-01
1/04/2026,2023,12,062 Burglary - non-residential,"062 Burglary - non-residential (commercial break-ins), actual",Unknown,Unknown,NT Balance,Yuendumu - Anmatjere,2,Commercial Burglary,2023-12-01
1/04/2026,2023,12,062 Burglary - non-residential,"062 Burglary - non-residential (commercial break-ins), actual",Unknown,Unknown,NT Balance,Unknown ,2,Commercial Burglary,2023-12-01
1/04/2026,2023,12,062 Burglary - non-residential,"062 Burglary - non-residential (commercial break-ins), attempted",Unknown,Unknown,Darwin,,4,Commercial Burglary,2023-12-01
1/04/2026,2023,12,062 Burglary - non-residential,"062 Burglary - non-residential (commercial break-ins), attempted",Unknown,Unknown,Palmerston,,3,Commercial Burglary,2023-12-01
1/04/2026,2023,12,062 Burglary - non-residential,"062 Burglary - non-residential (commercial break-ins), attempted",Unknown,Unknown,Alice Springs,,6,Commercial Burglary,2023-12-01
1/04/2026,2023,12,062 Burglary - non-residential,"062 Burglary - non-residential (commercial break-ins), attempted",Unknown,Unknown,Katherine,,4,Commercial Burglary,2023-12-01
1/04/2026,2023,12,062 Burglary - non-residential,"062 Burglary - non-residential (commercial break-ins), attempted",Unknown,Unknown,Tennant Creek,,2,Commercial Burglary,2023-12-01
1/04/2026,2023,12,062 Burglary - non-residential,"062 Burglary - non-residential (commercial break-ins), attempted",Unknown,Unknown,NT Balance,Gulf,1,Commercial Burglary,2023-12-01
1/04/2026,2023,12,062 Burglary - non-residential,"062 Burglary - non-residential (commercial break-ins), attempted",Unknown,Unknown,NT Balance,Howard Springs,1,Commercial Burglary,2023-12-01
1/04/2026,2023,12,062 Burglary - non-residential,"062 Burglary - non-residential (commercial break-ins), attempted",Unknown,Unknown,NT Balance,Tiwi Islands,2,Commercial Burglary,2023-12-01
1/04/2026,2023,12,062 Burglary - non-residential,"062 Burglary - non-residential (commercial break-ins), attempted",Unknown,Unknown,NT Balance,Victoria River,1,Commercial Burglary,2023-12-01
1/04/2026,2023,12,07 Theft,071 Motor vehicle theft and related offences,Unknown,Unknown,Darwin,,15,Theft,2023-12-01
1/04/2026,2023,12,07 Theft,071 Motor vehicle theft and related offences,Unknown,Unknown,Palmerston,,13,Theft,2023-12-01
1/04/2026,2023,12,07 Theft,071 Motor vehicle theft and related offences,Unknown,Unknown,Alice Springs,,19,Theft,2023-12-01
1/04/2026,2023,12,07 Theft,071 Motor vehicle theft and related offences,Unknown,Unknown,Katherine,,2,Theft,2023-12-01
1/04/2026,2023,12,07 Theft,071 Motor vehicle theft and related offences,Unknown,Unknown,Tennant Creek,,2,Theft,2023-12-01
1/04/2026,2023,12,07 Theft,071 Motor vehicle theft and related offences,Unknown,Unknown,Nhulunbuy,,2,Theft,2023-12-01
1/04/2026,2023,12,07 Theft,071 Motor vehicle theft and related offences,Unknown,Unknown,NT Balance,Alligator,1,Theft,2023-12-01
1/04/2026,2023,12,07 Theft,071 Motor vehicle theft and related offences,Unknown,Unknown,NT Balance,Howard Springs,2,Theft,2023-12-01
1/04/2026,2023,12,07 Theft,071 Motor vehicle theft and related offences,Unknown,Unknown,NT Balance,Humpty Doo,2,Theft,2023-12-01
1/04/2026,2023,12,07 Theft,071 Motor vehicle theft and related offences,Unknown,Unknown,NT Balance,Sandover - Plenty,1,Theft,2023-12-01
1/04/2026,2023,12,07 Theft,071 Motor vehicle theft and related offences,Unknown,Unknown,NT Balance,Thamarrurr,2,Theft,2023-12-01
1/04/2026,2023,12,07 Theft,071 Motor vehicle theft and related offences,Unknown,Unknown,NT Balance,Tiwi Islands,1,Theft,2023-12-01
1/04/2026,2023,12,07 Theft,071 Motor vehicle theft and related offences,Unknown,Unknown,NT Balance,Victoria River,1,Theft,2023-12-01
1/04/2026,2023,12,07 Theft,071 Motor vehicle theft and related offences,Unknown,Unknown,NT Balance,Weddell,1,Theft,2023-12-01
1/04/2026,2023,12,07 Theft,071 Motor vehicle theft and related offences,Unknown,Unknown,NT Balance,West Arnhem,1,Theft,2023-12-01
1/04/2026,2023,12,07 Theft,07* Other theft,Unknown,Unknown,Darwin,,291,Theft,2023-12-01
1/04/2026,2023,12,07 Theft,07* Other theft,Unknown,Unknown,Palmerston,,93,Theft,2023-12-01
1/04/2026,2023,12,07 Theft,07* Other theft,Unknown,Unknown,Alice Springs,,153,Theft,2023-12-01
1/04/2026,2023,12,07 Theft,07* Other theft,Unknown,Unknown,Katherine,,31,Theft,2023-12-01
1/04/2026,2023,12,07 Theft,07* Other theft,Unknown,Unknown,Tennant Creek,,21,Theft,2023-12-01
1/04/2026,2023,12,07 Theft,07* Other theft,Unknown,Unknown,Nhulunbuy,,5,Theft,2023-12-01
1/04/2026,2023,12,07 Theft,07* Other theft,Unknown,Unknown,NT Balance,Alligator,10,Theft,2023-12-01
1/04/2026,2023,12,07 Theft,07* Other theft,Unknown,Unknown,NT Balance,Anindilyakwa,4,Theft,2023-12-01
1/04/2026,2023,12,07 Theft,07* Other theft,Unknown,Unknown,NT Balance,Barkly,2,Theft,2023-12-01
1/04/2026,2023,12,07 Theft,07* Other theft,Unknown,Unknown,NT Balance,Daly,4,Theft,2023-12-01
1/04/2026,2023,12,07 Theft,07* Other theft,Unknown,Unknown,NT Balance,East Arnhem,5,Theft,2023-12-01
1/04/2026,2023,12,07 Theft,07* Other theft,Unknown,Unknown,NT Balance,Elsey,1,Theft,2023-12-01
1/04/2026,2023,12,07 Theft,07* Other theft,Unknown,Unknown,NT Balance,Gulf,4,Theft,2023-12-01
1/04/2026,2023,12,07 Theft,07* Other theft,Unknown,Unknown,NT Balance,Howard Springs,6,Theft,2023-12-01
1/04/2026,2023,12,07 Theft,07* Other theft,Unknown,Unknown,NT Balance,Humpty Doo,7,Theft,2023-12-01
1/04/2026,2023,12,07 Theft,07* Other theft,Unknown,Unknown,NT Balance,Petermann - Simpson,5,Theft,2023-12-01
1/04/2026,2023,12,07 Theft,07* Other theft,Unknown,Unknown,NT Balance,Sandover - Plenty,1,Theft,2023-12-01
1/04/2026,2023,12,07 Theft,07* Other theft,Unknown,Unknown,NT Balance,Tanami,1,Theft,2023-12-01
1/04/2026,2023,12,07 Theft,07* Other theft,Unknown,Unknown,NT Balance,Thamarrurr,2,Theft,2023-12-01
1/04/2026,2023,12,07 Theft,07* Other theft,Unknown,Unknown,NT Balance,Tiwi Islands,10,Theft,2023-12-01
1/04/2026,2023,12,07 Theft,07* Other theft,Unknown,Unknown,NT Balance,Victoria River,1,Theft,2023-12-01
1/04/2026,2023,12,07 Theft,07* Other theft,Unknown,Unknown,NT Balance,Virginia,19,Theft,2023-12-01
1/04/2026,2023,12,07 Theft,07* Other theft,Unknown,Unknown,NT Balance,Weddell,7,Theft,2023-12-01
1/04/2026,2023,12,07 Theft,07* Other theft,Unknown,Unknown,NT Balance,West Arnhem,2,Theft,2023-12-01
1/04/2026,2023,12,07 Theft,07* Other theft,Unknown,Unknown,NT Balance,Yuendumu - Anmatjere,3,Theft,2023-12-01
1/04/2026,2023,12,07 Theft,07* Other theft,Unknown,Unknown,NT Balance,Unknown ,12,Theft,2023-12-01
1/04/2026,2023,12,11 Property damage offences,11 Property damage offences,Unknown,Unknown,Darwin,,171,Property Damage,2023-12-01
1/04/2026,2023,12,11 Property damage offences,11 Property damage offences,Unknown,Unknown,Palmerston,,78,Property Damage,2023-12-01
1/04/2026,2023,12,11 Property damage offences,11 Property damage offences,Unknown,Unknown,Alice Springs,,274,Property Damage,2023-12-01
1/04/2026,2023,12,11 Property damage offences,11 Property damage offences,Unknown,Unknown,Katherine,,52,Property Damage,2023-12-01
1/04/2026,2023,12,11 Property damage offences,11 Property damage offences,Unknown,Unknown,Tennant Creek,,42,Property Damage,2023-12-01
1/04/2026,2023,12,11 Property damage offences,11 Property damage offences,Unknown,Unknown,Nhulunbuy,,6,Property Damage,2023-12-01
1/04/2026,2023,12,11 Property damage offences,11 Property damage offences,Unknown,Unknown,NT Balance,Alligator,3,Property Damage,2023-12-01
1/04/2026,2023,12,11 Property damage offences,11 Property damage offences,Unknown,Unknown,NT Balance,Anindilyakwa,2,Property Damage,2023-12-01
1/04/2026,2023,12,11 Property damage offences,11 Property damage offences,Unknown,Unknown,NT Balance,Barkly,4,Property Damage,2023-12-01
1/04/2026,2023,12,11 Property damage offences,11 Property damage offences,Unknown,Unknown,NT Balance,Daly,1,Property Damage,2023-12-01
1/04/2026,2023,12,11 Property damage offences,11 Property damage offences,Unknown,Unknown,NT Balance,East Arnhem,14,Property Damage,2023-12-01
1/04/2026,2023,12,11 Property damage offences,11 Property damage offences,Unknown,Unknown,NT Balance,Elsey,4,Property Damage,2023-12-01
1/04/2026,2023,12,11 Property damage offences,11 Property damage offences,Unknown,Unknown,NT Balance,Gulf,6,Property Damage,2023-12-01
1/04/2026,2023,12,11 Property damage offences,11 Property damage offences,Unknown,Unknown,NT Balance,Howard Springs,4,Property Damage,2023-12-01
1/04/2026,2023,12,11 Property damage offences,11 Property damage offences,Unknown,Unknown,NT Balance,Humpty Doo,2,Property Damage,2023-12-01
1/04/2026,2023,12,11 Property damage offences,11 Property damage offences,Unknown,Unknown,NT Balance,Petermann - Simpson,1,Property Damage,2023-12-01
1/04/2026,2023,12,11 Property damage offences,11 Property damage offences,Unknown,Unknown,NT Balance,Sandover - Plenty,3,Property Damage,2023-12-01
1/04/2026,2023,12,11 Property damage offences,11 Property damage offences,Unknown,Unknown,NT Balance,Tanami,1,Property Damage,2023-12-01
1/04/2026,2023,12,11 Property damage offences,11 Property damage offences,Unknown,Unknown,NT Balance,Thamarrurr,9,Property Damage,2023-12-01
1/04/2026,2023,12,11 Property damage offences,11 Property damage offences,Unknown,Unknown,NT Balance,Tiwi Islands,4,Property Damage,2023-12-01
1/04/2026,2023,12,11 Property damage offences,11 Property damage offences,Unknown,Unknown,NT Balance,Victoria River,2,Property Damage,2023-12-01
1/04/2026,2023,12,11 Property damage offences,11 Property damage offences,Unknown,Unknown,NT Balance,Virginia,2,Property Damage,2023-12-01
1/04/2026,2023,12,11 Property damage offences,11 Property damage offences,Unknown,Unknown,NT Balance,Weddell,7,Property Damage,2023-12-01
1/04/2026,2023,12,11 Property damage offences,11 Property damage offences,Unknown,Unknown,NT Balance,West Arnhem,12,Property Damage,2023-12-01
1/04/2026,2023,12,11 Property damage offences,11 Property damage offences,Unknown,Unknown,NT Balance,Yuendumu - Anmatjere,1,Property Damage,2023-12-01
1/04/2026,2023,12,11 Property damage offences,11 Property damage offences,Unknown,Unknown,NT Balance,Unknown ,4,Property Damage,2023-12-01
1/04/2026,2024,1,01 Homicide,0110 Murder,Unknown,Unknown,Alice Springs,,1,Homicide,2024-01-01
1/04/2026,2024,1,01 Homicide,0132 Driving causing death,Unknown,Unknown,Darwin,,1,Homicide,2024-01-01
1/04/2026,2024,1,01 Homicide,0132 Driving causing death,Unknown,Unknown,Alice Springs,,2,Homicide,2024-01-01
1/04/2026,2024,1,01 Homicide,0132 Driving causing death,Unknown,Unknown,NT Balance,Elsey,1,Homicide,2024-01-01
1/04/2026,2024,1,01 Homicide,0132 Driving causing death,Unknown,Unknown,NT Balance,Humpty Doo,1,Homicide,2024-01-01
1/04/2026,2024,1,02 Assault,021 Serious Assault,No,No,Darwin,,60,Assault,2024-01-01
1/04/2026,2024,1,02 Assault,021 Serious Assault,No,No,Palmerston,,17,Assault,2024-01-01
1/04/2026,2024,1,02 Assault,021 Serious Assault,No,No,Alice Springs,,25,Assault,2024-01-01
1/04/2026,2024,1,02 Assault,021 Serious Assault,No,No,Katherine,,5,Assault,2024-01-01
1/04/2026,2024,1,02 Assault,021 Serious Assault,No,No,Nhulunbuy,,1,Assault,2024-01-01
1/04/2026,2024,1,02 Assault,021 Serious Assault,No,No,NT Balance,Anindilyakwa,1,Assault,2024-01-01
1/04/2026,2024,1,02 Assault,021 Serious Assault,No,No,NT Balance,Barkly,1,Assault,2024-01-01
1/04/2026,2024,1,02 Assault,021 Serious Assault,No,No,NT Balance,East Arnhem,6,Assault,2024-01-01
1/04/2026,2024,1,02 Assault,021 Serious Assault,No,No,NT Balance,Gulf,1,Assault,2024-01-01
1/04/2026,2024,1,02 Assault,021 Serious Assault,No,No,NT Balance,Howard Springs,5,Assault,2024-01-01
1/04/2026,2024,1,02 Assault,021 Serious Assault,No,No,NT Balance,Humpty Doo,1,Assault,2024-01-01
1/04/2026,2024,1,02 Assault,021 Serious Assault,No,No,NT Balance,Sandover - Plenty,1,Assault,2024-01-01
1/04/2026,2024,1,02 Assault,021 Serious Assault,No,No,NT Balance,Tanami,3,Assault,2024-01-01
1/04/2026,2024,1,02 Assault,021 Serious Assault,No,No,NT Balance,Thamarrurr,5,Assault,2024-01-01
1/04/2026,2024,1,02 Assault,021 Serious Assault,No,No,NT Balance,Tiwi Islands,3,Assault,2024-01-01
1/04/2026,2024,1,02 Assault,021 Serious Assault,No,No,NT Balance,Victoria River,1,Assault,2024-01-01
1/04/2026,2024,1,02 Assault,021 Serious Assault,No,No,NT Balance,Virginia,1,Assault,2024-01-01
1/04/2026,2024,1,02 Assault,021 Serious Assault,No,No,NT Balance,Yuendumu - Anmatjere,2,Assault,2024-01-01
1/04/2026,2024,1,02 Assault,021 Serious Assault,No,No,NT Balance,Unknown ,8,Assault,2024-01-01
1/04/2026,2024,1,02 Assault,021 Serious Assault,No,Yes,Darwin,,43,Assault,2024-01-01
1/04/2026,2024,1,02 Assault,021 Serious Assault,No,Yes,Palmerston,,16,Assault,2024-01-01
1/04/2026,2024,1,02 Assault,021 Serious Assault,No,Yes,Alice Springs,,52,Assault,2024-01-01
1/04/2026,2024,1,02 Assault,021 Serious Assault,No,Yes,Katherine,,12,Assault,2024-01-01
1/04/2026,2024,1,02 Assault,021 Serious Assault,No,Yes,Tennant Creek,,8,Assault,2024-01-01
1/04/2026,2024,1,02 Assault,021 Serious Assault,No,Yes,NT Balance,Anindilyakwa,5,Assault,2024-01-01
1/04/2026,2024,1,02 Assault,021 Serious Assault,No,Yes,NT Balance,Barkly,1,Assault,2024-01-01
1/04/2026,2024,1,02 Assault,021 Serious Assault,No,Yes,NT Balance,Daly,1,Assault,2024-01-01
1/04/2026,2024,1,02 Assault,021 Serious Assault,No,Yes,NT Balance,East Arnhem,23,Assault,2024-01-01
1/04/2026,2024,1,02 Assault,021 Serious Assault,No,Yes,NT Balance,Elsey,4,Assault,2024-01-01
1/04/2026,2024,1,02 Assault,021 Serious Assault,No,Yes,NT Balance,Gulf,12,Assault,2024-01-01
1/04/2026,2024,1,02 Assault,021 Serious Assault,No,Yes,NT Balance,Petermann - Simpson,2,Assault,2024-01-01
1/04/2026,2024,1,02 Assault,021 Serious Assault,No,Yes,NT Balance,Sandover - Plenty,3,Assault,2024-01-01
1/04/2026,2024,1,02 Assault,021 Serious Assault,No,Yes,NT Balance,Tanami,13,Assault,2024-01-01
1/04/2026,2024,1,02 Assault,021 Serious Assault,No,Yes,NT Balance,Thamarrurr,19,Assault,2024-01-01
1/04/2026,2024,1,02 Assault,021 Serious Assault,No,Yes,NT Balance,Tiwi Islands,9,Assault,2024-01-01
1/04/2026,2024,1,02 Assault,021 Serious Assault,No,Yes,NT Balance,Victoria River,1,Assault,2024-01-01
1/04/2026,2024,1,02 Assault,021 Serious Assault,No,Yes,NT Balance,West Arnhem,15,Assault,2024-01-01
1/04/2026,2024,1,02 Assault,021 Serious Assault,No,Yes,NT Balance,Yuendumu - Anmatjere,5,Assault,2024-01-01
1/04/2026,2024,1,02 Assault,021 Serious Assault,No,Yes,NT Balance,Unknown ,2,Assault,2024-01-01
1/04/2026,2024,1,02 Assault,021 Serious Assault,Yes,No,Darwin,,22,Assault,2024-01-01
1/04/2026,2024,1,02 Assault,021 Serious Assault,Yes,No,Palmerston,,11,Assault,2024-01-01
1/04/2026,2024,1,02 Assault,021 Serious Assault,Yes,No,Alice Springs,,21,Assault,2024-01-01
1/04/2026,2024,1,02 Assault,021 Serious Assault,Yes,No,Katherine,,4,Assault,2024-01-01
1/04/2026,2024,1,02 Assault,021 Serious Assault,Yes,No,Tennant Creek,,5,Assault,2024-01-01
1/04/2026,2024,1,02 Assault,021 Serious Assault,Yes,No,Nhulunbuy,,2,Assault,2024-01-01
1/04/2026,2024,1,02 Assault,021 Serious Assault,Yes,No,NT Balance,Elsey,1,Assault,2024-01-01
1/04/2026,2024,1,02 Assault,021 Serious Assault,Yes,No,NT Balance,Gulf,1,Assault,2024-01-01
